"","isbn","year","isbndb","category"
"0070212570","0070212570",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0070212570","Fiction"
"0385480016","0385480016",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385480016","Language Arts & Disciplines"
"0061098361","0061098361",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061098361","Fiction"
"0061093092","0061093092",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061093092","Fiction"
"0446611239","0446611239",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446611239",NA
"0553580078","0553580078",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553580078","Fiction"
"0316781266","0316781266",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316781266",NA
"0486280616","0486280616",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0486280616","Fiction"
"0671032658","0671032658",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671032658","Fiction"
"0373250223","0373250223",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373250223","Fiction"
"0380817683","0380817683",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380817683",NA
"0380814021","0380814021",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380814021","Juvenile Fiction"
"0061098795","0061098795",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061098795","Fiction"
"0375725784","0375725784",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375725784","Biography & Autobiography"
"0142004030","0142004030",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0142004030","Fiction"
"0452281784","0452281784",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0452281784","Fiction"
"038533656X","038533656X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:038533656X",NA
"0345436911","0345436911",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345436911","Fiction"
"0452284481","0452284481",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0452284481",NA
"0802135196","0802135196",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0802135196","Fiction"
"0440217520","0440217520",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440217520","Fiction"
"0373834985","0373834985",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373834985","Fiction"
"0679450548","0679450548",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679450548","Fiction"
"0345339703","0345339703",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345339703","Fiction"
"0670030643","0670030643",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0670030643","Fiction"
"0060929596","0060929596",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060929596","Medical"
"0440131480","0440131480",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440131480",NA
"0440940001","0440940001",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440940001","Juvenile Fiction"
"0812565959","0812565959",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0812565959","Fiction"
"0425163385","0425163385",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425163385","Fiction"
"0743444051","0743444051",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743444051","Fiction"
"0671042262","0671042262",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671042262",NA
"0425157539","0425157539",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425157539","Fiction"
"0553585681","0553585681",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553585681","Fiction"
"0553585118","0553585118",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553585118","Fiction"
"0886777690","0886777690",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0886777690","Fiction"
"037348397X","037348397X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:037348397X","Fiction"
"0679731148","0679731148",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679731148","History"
"0380600129","0380600129",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380600129","Juvenile Fiction"
"0316693324","0316693324",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316693324","Fiction"
"0553283685","0553283685",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553283685","Fiction"
"0345367898","0345367898",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345367898","Witches"
"0553580272","0553580272",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553580272","Fiction"
"0449912558","0449912558",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449912558","Fiction"
"0684835983","0684835983",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0684835983","Fiction"
"0440226430","0440226430",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440226430","Fiction"
"031231616X","031231616X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:031231616X","Fiction"
"089480829X","089480829X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:089480829X","Family & Relationships"
"0767912233","0767912233",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0767912233","Fiction"
"0894805770","0894805770",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0894805770","Family & Relationships"
"0688177751","0688177751",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0688177751","Fiction"
"0345438329","0345438329",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345438329","Fiction"
"0375707972","0375707972",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375707972","Fiction"
"0618126988","0618126988",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0618126988","Fiction"
"0142000361","0142000361",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0142000361","Fiction"
"0872860175","0872860175",1950,"https://www.googleapis.com/books/v1/volumes?q=isbn:0872860175","Poetry"
"0345446860","0345446860",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345446860","Fiction"
"0446310492","0446310492",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446310492","Fiction"
"0515090506","0515090506",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515090506","Fiction"
"0399145087","0399145087",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0399145087","Fiction"
"0060192119","0060192119",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060192119","Psychology"
"0312990456","0312990456",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312990456","Fiction"
"0316969680","0316969680",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316969680","Fiction"
"0399501487","0399501487",1950,"https://www.googleapis.com/books/v1/volumes?q=isbn:0399501487","Adventure fiction"
"0425188361","0425188361",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425188361","Fiction"
"0395177111","0395177111",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:0395177111","Fiction"
"0425177173","0425177173",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425177173","Fiction"
"0440224764","0440224764",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440224764","Fiction"
"0553572997","0553572997",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553572997","Fiction"
"0380727501","0380727501",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380727501","Travel"
"0440208912","0440208912",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440208912","Fiction"
"0061093106","0061093106",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061093106","Fiction"
"0373218192","0373218192",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373218192","Fiction"
"0515120006","0515120006",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515120006","Fiction"
"0515127396","0515127396",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515127396",NA
"0345416260","0345416260",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345416260","Fiction"
"0385486804","0385486804",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385486804","Biography & Autobiography"
"0385512104","0385512104",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385512104","Fiction"
"0451180208","0451180208",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451180208","Fiction"
"039914255X","039914255X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:039914255X","Health & Fitness"
"0440236673","0440236673",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440236673","Fiction"
"0316291161","0316291161",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316291161",NA
"0679771476","0679771476",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679771476","Fiction"
"0064405176","0064405176",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0064405176","Juvenile Fiction"
"0061056871","0061056871",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061056871","Fiction"
"0440235162","0440235162",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440235162","Fiction"
"076790382X","076790382X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:076790382X","Biography & Autobiography"
"0425158616","0425158616",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425158616","Fiction"
"0062502182","0062502182",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0062502182","Fiction"
"0060175400","0060175400",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060175400","Fiction"
"1573221775","1573221775",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1573221775",NA
"0671537458","0671537458",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671537458","Fiction"
"0517573822","0517573822",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0517573822","Poetry"
"0517149257","0517149257",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0517149257","Fiction"
"0812590236","0812590236",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0812590236","Fiction"
"0515127221","0515127221",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515127221","Fiction"
"0425161242","0425161242",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425161242","Fiction"
"0451195922","0451195922",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451195922","Fiction"
"0425169863","0425169863",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425169863","Fiction"
"0345380371","0345380371",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345380371","Fiction"
"0446609323","0446609323",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446609323",NA
"0316690619","0316690619",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316690619",NA
"0446610038","0446610038",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446610038","Fiction"
"0449222276","0449222276",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449222276",NA
"0440224608","0440224608",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440224608",NA
"0451201558","0451201558",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451201558",NA
"0679459626","0679459626",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679459626",NA
"0671001701","0671001701",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671001701",NA
"0553583085","0553583085",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553583085","Fiction"
"0805019375","0805019375",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0805019375","Fiction"
"0006550789","0006550789",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0006550789","Fiction"
"0385492081","0385492081",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385492081","Biography & Autobiography"
"0425130215","0425130215",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425130215","Fiction"
"0061000175","0061000175",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061000175","Fiction"
"0312971362","0312971362",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312971362",NA
"0061097659","0061097659",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061097659",NA
"067976402X","067976402X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:067976402X","Fiction"
"0743457358","0743457358",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743457358","Fiction"
"0743456866","0743456866",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743456866","Fiction"
"0440235464","0440235464",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440235464","Fiction"
"0345425707","0345425707",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345425707","Fiction"
"0451821971","0451821971",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451821971",NA
"0670894494","0670894494",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0670894494",NA
"0385491328","0385491328",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385491328",NA
"0425167313","0425167313",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425167313",NA
"034540288X","034540288X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:034540288X","Fiction"
"0440237688","0440237688",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440237688","Dystopias"
"0425167720","0425167720",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425167720","Fiction"
"0609610597","0609610597",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0609610597","Fiction"
"0446519960","0446519960",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446519960","Fiction"
"0374281602","0374281602",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0374281602","Fiction"
"0060970790","0060970790",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060970790","Medical"
"0316182540","0316182540",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316182540","Fiction"
"0553299506","0553299506",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553299506","Child psychologists"
"0446611611","0446611611",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446611611",NA
"0446604658","0446604658",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446604658",NA
"0553282476","0553282476",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553282476","Fiction"
"0449212602","0449212602",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449212602","British and Irish fiction (Fictional works by one author)."
"0684867621","0684867621",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0684867621","Fiction"
"0345413903","0345413903",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345413903","Fiction"
"0590634275","0590634275",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0590634275",NA
"3257228007","3257228007",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:3257228007","Fiction"
"0553582143","0553582143",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553582143","Fiction"
"0060002492","0060002492",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060002492","Fiction"
"0786866462","0786866462",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0786866462","Fiction"
"0679426159","0679426159",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679426159","Fiction"
"0671020315","0671020315",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671020315","Fiction"
"0316569321","0316569321",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316569321",NA
"067169071X","067169071X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:067169071X","True Crime"
"0679732241","0679732241",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679732241","African American women cooks"
"042513301X","042513301X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:042513301X","Fiction"
"0515090174","0515090174",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515090174","Fiction"
"0515095826","0515095826",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515095826","Fiction"
"0515111279","0515111279",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515111279","Fiction"
"0385475713","0385475713",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385475713","Fiction"
"0553375407","0553375407",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553375407","Fiction"
"0151006903","0151006903",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0151006903","Fiction"
"0679744479","0679744479",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0679744479","Fiction"
"0425115801","0425115801",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425115801",NA
"0671024248","0671024248",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671024248","Fiction"
"0671034022","0671034022",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671034022","Fiction"
"0451151259","0451151259",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451151259",NA
"0375727132","0375727132",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375727132","Fiction"
"0446607711","0446607711",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446607711","Fiction"
"0345416880","0345416880",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345416880","Fiction"
"0385483503","0385483503",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385483503","Fiction"
"0060187271","0060187271",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060187271","Fiction"
"038548951X","038548951X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:038548951X","Fiction"
"0060512806","0060512806",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060512806","Fiction"
"0060972459","0060972459",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060972459","Fiction"
"0805012478","0805012478",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0805012478",NA
"0060975547","0060975547",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060975547",NA
"0609806505","0609806505",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0609806505","Fiction"
"0812505166","0812505166",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0812505166","Fiction"
"0446525804","0446525804",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446525804","Fiction"
"0446516570","0446516570",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446516570","Fiction"
"0515122491","0515122491",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515122491","Fiction"
"051512902X","051512902X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:051512902X","Fiction"
"0515131091","0515131091",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0515131091","Fiction"
"0140265686","0140265686",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140265686","Fiction"
"0140257934","0140257934",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140257934","Fiction"
"0140254544","0140254544",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140254544","Fiction"
"0451524934","0451524934",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451524934","Fiction"
"0345392825","0345392825",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345392825","Family & Relationships"
"0671027123","0671027123",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671027123","Fiction"
"0449225151","0449225151",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0449225151","Fiction"
"0345350499","0345350499",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345350499","Fiction"
"0312976275","0312976275",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0312976275","Fiction"
"0767905180","0767905180",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0767905180","Fiction"
"0373242328","0373242328",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373242328","Fiction"
"0373240228","0373240228",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373240228","Fiction"
"059035342X","059035342X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:059035342X","Juvenile Fiction"
"0373708351","0373708351",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0373708351","Fiction"
"0451205650","0451205650",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451205650","Fiction"
"0316089699","0316089699",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316089699","Fiction"
"1551669404","1551669404",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1551669404","Fiction"
"0140348107","0140348107",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0140348107","Audiocassettes"
"0375701427","0375701427",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375701427","Fiction"
"0553135457","0553135457",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553135457","Brooklyn"
"0060936363","0060936363",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060936363","Fiction"
"038082101X","038082101X",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:038082101X","Fiction"
"0380977745","0380977745",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380977745","Fiction"
"1558747028","1558747028",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:1558747028","Self-Help"
"0671708635","0671708635",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671708635","Business & Economics"
"0553377884","0553377884",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553377884","Fiction"
"0451195507","0451195507",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451195507","Fiction"
"0061012289","0061012289",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061012289","Fiction"
"0061092088","0061092088",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061092088","Fiction"
"0425162788","0425162788",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425162788","Fiction"
"0451208811","0451208811",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451208811","Fiction"
"0345342968","0345342968",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345342968","Fiction"
"0812550706","0812550706",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0812550706","Fiction"
"0553580302","0553580302",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553580302","Fiction"
"0441102670","0441102670",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0441102670","Fiction"
"0441328008","0441328008",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0441328008","Fiction"
"0441294677","0441294677",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0441294677",NA
"0441104029","0441104029",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0441104029","Fiction"
"0345443683","0345443683",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345443683","Fiction"
"0345378482","0345378482",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345378482","Fiction"
"0671758896","0671758896",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671758896","Fiction"
"0345348109","0345348109",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345348109","Gettysburg, Battle of, Gettysburg, Pa., 1863"
"0451177096","0451177096",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451177096","Fiction"
"0345422384","0345422384",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345422384","Fiction"
"0684818868","0684818868",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0684818868","History"
"0812513754","0812513754",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0812513754","Fiction"
"0812550307","0812550307",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0812550307","Fiction"
"0812513738","0812513738",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0812513738","Fiction"
"0812511816","0812511816",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0812511816","Fiction"
"0413588106","0413588106",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0413588106","Adolescence"
"0425122123","0425122123",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425122123","Fiction"
"0385484518","0385484518",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0385484518","Marina (Calif.)"
"0060922532","0060922532",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060922532",NA
"0786864133","0786864133",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0786864133","Humor"
"156836010X","156836010X",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:156836010X","Biography & Autobiography"
"0440236703","0440236703",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440236703",NA
"1592400876","1592400876",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:1592400876","Language Arts & Disciplines"
"0316779490","0316779490",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316779490",NA
"0767902513","0767902513",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0767902513","Humor"
"0375706410","0375706410",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0375706410","Fiction"
"0553274503","0553274503",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553274503",NA
"0413537900","0413537900",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0413537900","Adolescence"
"0425133540","0425133540",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425133540","Intelligence service"
"0743469801","0743469801",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743469801","Fiction"
"0425173755","0425173755",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425173755",NA
"0671822209","0671822209",1970,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671822209","Fiction"
"0425194493","0425194493",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425194493","Fiction"
"0671722816","0671722816",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0671722816","Drama"
"0743457900","0743457900",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0743457900","Fiction"
"0394830148","0394830148",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0394830148","Juvenile Fiction"
"0345384350","0345384350",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345384350","Fiction"
"0060175532","0060175532",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0060175532",NA
"0425175405","0425175405",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425175405","Fiction"
"0380731851","0380731851",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380731851","Fiction"
"0380776510","0380776510",1980,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380776510","Fiction"
"0425185702","0425185702",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0425185702","Fiction"
"0684862719","0684862719",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0684862719","Fiction"
"0684859262","0684859262",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0684859262","Fiction"
"0684836491","0684836491",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0684836491","Humor"
"0345452550","0345452550",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345452550","Fiction"
"0345452534","0345452534",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0345452534","Fiction"
"0316602051","0316602051",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0316602051","Fiction"
"0688156126","0688156126",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0688156126","Fiction"
"0440221420","0440221420",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0440221420","Fiction"
"0451197879","0451197879",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0451197879","Fiction"
"0380796090","0380796090",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0380796090","Fiction"
"0446604666","0446604666",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0446604666","Fiction"
"0061015725","0061015725",2000,"https://www.googleapis.com/books/v1/volumes?q=isbn:0061015725","Fiction"
"0553579754","0553579754",1990,"https://www.googleapis.com/books/v1/volumes?q=isbn:0553579754","Fiction"
